inter_id,user_id,book_id,borrow_time,还书时间,续借时间,续借次数,source_table
10233,13,5931,2020-01-14 10:37:50,2020-09-0214:20:57,,0,table_d
10234,13,5932,2020-01-14 10:38:02,2020-09-0214:21:08,,0,table_d
15382,13,8931,2020-06-10 16:52:41,2020-09-1110:31:55,,0,table_d
10776,13,6135,2020-06-10 16:52:52,2020-09-0214:20:04,,0,table_d
10235,13,5933,2020-06-10 16:53:01,2020-09-0214:20:42,,0,table_d
10778,13,6137,2020-10-12 21:13:14,2020-12-2514:19:39,2020-12-0520:31:30,2,table_d
9302,13,5299,2021-01-11 16:23:01,2021-01-1215:51:30,,0,table_d
9303,13,5300,2021-01-11 16:23:07,2021-01-1215:50:57,,0,table_d
49,13,12,2021-01-15 21:33:07,2021-03-1613:22:57,,0,table_d
64306,13,36031,2021-01-15 21:33:19,2021-03-1613:23:16,,0,table_d
3957,13,2230,2021-01-15 21:33:27,2021-03-1613:23:43,,0,table_d
64146,13,35912,2021-01-15 21:34:02,2021-03-1613:24:09,,0,table_d
2349,13,1362,2021-01-15 21:34:07,2021-01-1620:35:41,,0,table_d
3959,13,2232,2021-02-20 08:30:23,2021-03-2118:41:57,,0,table_d
10237,13,5935,2021-04-06 11:24:00,2021-07-0110:56:10,2021-06-0114:08:14,2,table_d
10779,13,6138,2021-04-06 11:24:11,2021-07-0110:56:01,2021-06-0114:08:12,2,table_d
51472,16,30049,2020-01-07 19:30:58,2020-08-2513:07:11,,0,table_d
99468,16,56079,2020-01-14 21:53:01,2020-08-2513:07:51,,0,table_d
99469,16,56080,2020-01-14 21:53:19,2020-08-2513:07:18,2023-05-2912:51:04,0,table_d
57155,16,32129,2020-08-25 13:42:02,2020-08-2610:44:52,,0,table_d
57154,16,32128,2020-08-26 19:38:59,2020-08-3119:57:25,,0,table_d
57153,16,32127,2020-08-28 18:00:15,2020-09-1115:10:44,2022-08-0915:16:52,0,table_d
53077,16,30619,2020-08-31 20:53:25,2020-09-0620:20:07,,0,table_d
36681,16,23117,2020-09-06 20:48:37,2020-10-1009:40:57,2022-09-1017:19:57,0,table_d
57151,16,32125,2020-09-11 16:44:18,2020-10-1009:41:08,,0,table_d
65934,16,37179,2020-09-11 16:44:32,2020-10-1009:40:47,,0,table_d
100567,16,56875,2020-10-10 20:30:23,2020-11-0812:02:27,2022-10-1112:40:08,0,table_d
101216,16,57302,2020-10-10 20:30:27,2020-11-0812:02:14,,0,table_d
22422,16,13343,2020-12-02 21:53:49,2021-01-0317:23:25,,0,table_d
38978,16,6158,2021-12-28 21:51:29,2022-02-1414:22:55,,0,table_d
250,16,88,2021-12-28 21:52:04,2022-02-1414:22:57,2020-10-2422:59:00,0,table_d
38973,16,38817,2022-02-14 17:18:59,2022-02-2113:24:01,,0,table_d
100627,16,56912,2022-02-16 18:01:19,2022-03-3016:12:05,,0,table_d
38975,16,31519,2022-02-21 21:04:40,2022-03-1312:50:39,,0,table_d
38976,16,24672,2022-03-10 21:54:02,2022-03-3016:11:52,,0,table_d
66576,16,37601,2022-03-30 20:45:00,2022-05-1812:14:10,,0,table_d
57150,16,32124,2022-03-30 20:45:14,2022-05-1812:14:43,,0,table_d
38974,16,32151,2022-03-30 20:45:33,2022-04-0416:26:52,,0,table_d
100566,16,56874,2022-04-04 16:27:25,2022-04-1117:51:43,,0,table_d
2727,16,1599,2022-04-08 19:55:44,2022-05-1812:14:20,,0,table_d
2729,16,1601,2022-05-27 17:23:21,2022-06-1714:09:16,,0,table_d
70431,16,40154,2022-05-31 18:29:01,2022-06-1714:09:09,,0,table_d
37356,16,23487,2022-06-06 18:58:47,2022-06-1714:08:50,,0,table_d
22070,17,13085,2021-03-01 16:51:55,2021-03-1909:28:52,,0,table_d
27154,17,16507,2021-03-01 16:52:18,2021-03-2609:42:13,,0,table_d
27155,17,16508,2021-03-01 16:52:25,2021-05-3021:46:58,2021-04-2813:48:41,2,table_d
27161,17,16513,2021-03-01 16:52:34,2021-05-2921:38:48,2021-04-2813:48:36,2,table_d
27156,17,16509,2021-03-01 16:52:39,2021-05-2921:39:13,2021-04-2813:49:05,2,table_d
28009,17,17051,2021-03-02 16:34:13,2021-05-0313:09:15,2021-03-3009:17:10,1,table_d
27165,17,16475,2021-03-02 16:34:18,2021-05-2921:38:43,2021-05-0809:07:38,2,table_d
27157,17,16510,2021-03-02 16:42:26,2021-03-2609:42:05,,0,table_d
27158,17,16511,2021-03-02 16:42:34,2021-04-1119:14:50,2021-03-3009:17:17,1,table_d
27900,17,16951,2021-03-11 21:58:56,2021-05-2921:35:46,2021-05-1012:39:53,2,table_d
27159,17,14379,2021-03-11 21:58:59,2021-05-2921:35:59,2021-05-1012:39:49,2,table_d
27169,17,16388,2021-03-11 21:59:04,2021-05-2921:39:07,2021-05-1012:39:41,2,table_d
20078,17,11744,2021-03-11 21:59:12,2021-04-1119:15:00,2021-04-0715:19:15,1,table_d
85596,17,48069,2021-03-12 11:47:11,2021-04-1119:15:15,2021-04-0715:19:37,1,table_d
84260,17,47195,2021-03-12 11:47:26,2021-06-0908:13:45,2021-05-1012:39:57,2,table_d
27162,17,16514,2021-03-13 21:00:06,2021-05-2921:39:01,2021-05-1112:22:21,2,table_d
27164,17,16515,2021-03-13 21:00:10,2021-05-2921:38:19,2021-05-1112:22:24,2,table_d
28010,17,16688,2021-03-13 21:00:15,2021-05-2921:38:29,2021-05-1112:22:28,2,table_d
25428,17,15204,2021-03-14 12:44:00,2021-04-1119:15:55,,0,table_d
31990,17,19919,2021-04-03 12:47:04,2021-10-1919:48:09,2021-06-0709:30:49,2,table_d
31736,17,19729,2021-04-03 12:47:18,2021-10-1919:48:00,2021-06-0709:29:21,2,table_d
31847,17,55609,2021-04-03 12:47:20,2021-10-1919:48:06,2021-06-0709:29:34,2,table_d
25241,17,15063,2021-04-03 12:48:01,2021-06-2116:12:58,2021-06-0709:29:26,2,table_d
27166,17,16513,2021-05-29 21:39:59,2021-06-0723:41:31,,0,table_d
27171,17,16509,2021-05-29 21:40:04,2021-06-0723:41:17,,0,table_d
27167,17,16388,2021-05-29 21:40:08,2021-06-2116:13:28,,0,table_d
27172,17,16515,2021-05-29 21:40:25,2021-06-2116:13:23,,0,table_d
27168,17,16514,2021-05-29 21:40:29,2021-06-2116:13:35,,0,table_d
27173,17,29928,2021-05-29 21:40:32,2021-06-1120:14:08,,0,table_d
32135,17,43777,2021-10-19 19:48:32,2021-12-1713:37:14,2021-11-1715:34:32,1,table_d
31991,17,19919,2021-10-19 19:48:35,2021-12-1713:37:27,2021-11-1715:34:28,1,table_d
31737,17,19729,2021-10-19 19:48:41,2021-12-1713:37:47,2021-11-1715:34:31,1,table_d
27175,17,16432,2021-12-13 13:32:52,2021-12-1713:37:34,,0,table_d
14999,17,8629,2021-12-17 13:55:48,2021-12-2421:05:12,,0,table_d
44573,17,26742,2021-12-17 13:55:51,2022-01-1110:51:54,,0,table_d
14352,17,8195,2021-12-17 13:55:54,2022-01-1110:51:27,,0,table_d
14137,17,8082,2021-12-17 13:56:01,2021-12-2421:05:03,,0,table_d
14136,17,8081,2021-12-17 13:56:07,2022-01-1110:52:01,,0,table_d
21812,17,12917,2022-03-17 15:59:59,2022-06-1021:39:12,2022-05-1515:59:28,1,table_d
19005,17,11112,2022-03-17 16:00:06,2022-06-1021:39:20,2022-05-1515:59:30,1,table_d
38092,21,23984,2020-08-26 19:39:04,2020-09-0415:04:49,2022-10-2213:31:35,0,table_d
79704,21,44498,2020-09-06 20:20:47,2020-09-1618:40:23,,0,table_d
79703,21,44497,2020-09-06 20:20:53,2020-09-2710:04:26,2022-11-1512:01:21,0,table_d
24030,21,14271,2020-09-16 20:31:01,2020-09-2710:04:18,,0,table_d
24029,21,14270,2020-09-16 20:31:07,2020-09-2710:04:12,,0,table_d
24031,21,14272,2020-09-16 20:31:10,2020-09-2715:19:00,,0,table_d
68434,21,38784,2020-09-20 21:06:19,2020-10-0814:36:41,,0,table_d
823,21,489,2020-09-27 20:36:31,2020-10-0820:56:32,,0,table_d
13871,21,7922,2020-09-27 20:36:36,2020-10-0820:55:10,2021-06-1112:22:27,0,table_d
3463,21,2026,2020-10-08 21:25:53,2020-10-2009:24:28,,0,table_d
1368,21,802,2020-10-19 20:23:20,2020-11-1517:48:09,,0,table_d
100999,21,57161,2020-10-22 21:36:06,2020-11-2409:27:36,,0,table_d
79589,21,44436,2020-11-08 21:47:13,2021-03-1120:43:57,2020-12-3112:56:46,2,table_d
101109,21,57228,2020-11-09 21:47:17,2021-01-2208:39:25,2020-12-3112:56:56,2,table_d
100928,21,57112,2020-11-25 21:54:58,2021-03-1120:49:04,2021-01-2023:47:04,2,table_d
100751,21,56988,2020-12-21 21:54:23,2021-01-2108:25:53,2021-01-1316:12:31,1,table_d
79706,21,44500,2021-01-08 21:50:49,2021-01-1721:07:00,,0,table_d
27990,21,17035,2021-03-14 21:54:41,2021-03-1608:48:23,,0,table_d
27799,21,16890,2021-03-14 21:54:49,2021-03-1612:43:26,,0,table_d
31724,21,19729,2021-04-19 13:16:19,2021-05-1722:03:12,,0,table_d
100137,21,56581,2021-04-20 21:43:08,2021-07-1909:19:19,2021-06-1909:07:00,2,table_d
101367,21,57434,2021-05-23 19:00:52,2021-07-2614:34:20,2021-07-1821:11:49,2,table_d
83180,21,46384,2021-06-26 20:49:41,2021-07-2614:34:05,2021-07-1821:11:51,1,table_d
67979,21,38444,2021-06-30 20:08:25,2021-07-1913:41:40,,0,table_d
101066,21,57203,2021-07-19 11:48:59,2021-07-2917:44:34,,0,table_d
101692,21,57670,2021-07-24 17:18:57,2021-11-2212:38:17,2021-11-1519:02:44,2,table_d
100138,21,56581,2021-07-26 19:58:50,2021-11-1718:01:50,2021-10-1018:12:43,2,table_d
79576,21,44426,2021-07-26 20:00:55,2021-08-1212:58:58,,0,table_d
84208,21,47162,2021-07-26 20:01:01,2021-11-1718:01:57,2021-10-1018:12:34,2,table_d
102151,21,57986,2021-07-29 18:01:43,2021-08-0219:40:58,,0,table_d
101351,21,57420,2021-07-30 13:36:03,2021-11-1613:41:42,2021-10-1018:12:20,2,table_d
101355,21,57423,2021-07-30 13:36:10,2021-11-1613:41:57,2021-10-1018:12:22,2,table_d
100483,21,56818,2021-07-30 14:25:19,2021-08-1212:59:08,,0,table_d
101053,21,57193,2021-07-30 14:56:57,2021-11-1613:41:35,2021-10-1018:12:28,2,table_d
78193,21,43810,2021-07-31 21:32:46,2021-10-2914:34:27,2021-10-1018:12:15,2,table_d
17530,21,10216,2021-07-31 21:32:52,2021-08-0418:01:14,,0,table_d
18910,21,11036,2021-07-31 21:32:58,2021-08-0418:01:29,,0,table_d
99794,21,56330,2021-07-31 21:33:03,2021-11-1613:41:49,2021-10-1018:12:36,2,table_d
102152,21,57987,2021-08-02 19:40:22,2021-11-2212:38:26,2021-11-1519:02:39,2,table_d
67236,21,38054,2021-08-02 20:02:11,2021-08-0320:46:04,,0,table_d
67237,21,38055,2021-08-02 20:02:23,2021-08-1010:08:04,2022-05-1119:20:03,1,table_d
91508,21,51480,2021-08-06 15:55:48,2021-08-1010:08:12,,0,table_d
92300,21,51796,2021-08-06 15:55:54,2021-12-1011:46:52,2021-11-1519:02:58,2,table_d
91509,21,51481,2021-08-08 14:01:44,2021-12-1612:18:12,2021-11-1519:02:29,2,table_d
94001,21,52743,2021-08-08 14:01:50,2021-12-1312:01:19,2021-11-1519:03:12,2,table_d
100930,21,57114,2021-08-10 10:54:01,2021-12-1011:46:41,2021-11-1519:03:05,2,table_d
73475,21,41866,2021-08-12 13:08:22,2021-12-1312:01:05,2021-11-1519:02:54,2,table_d
101000,21,57162,2021-08-13 11:25:06,2021-12-1613:32:08,2021-11-1519:02:56,2,table_d
3960,21,2233,2021-08-17 17:39:56,2021-08-2518:53:12,2021-12-3118:17:36,0,table_d
3962,21,2235,2021-08-17 17:40:00,2021-11-2412:50:31,2021-11-1519:03:07,2,table_d
3961,21,2234,2021-08-17 17:40:05,2021-11-2913:13:27,2021-11-1519:03:02,2,table_d
3263,21,1942,2021-08-22 16:04:12,2021-11-2015:51:56,2021-11-1519:03:03,2,table_d
3262,21,1941,2021-08-24 13:32:39,2021-11-1720:12:23,2021-11-1519:02:34,2,table_d
5138,21,2836,2021-10-26 20:12:02,2021-10-2914:34:10,,0,table_d
101055,21,57193,2021-11-26 17:39:44,2022-03-1815:33:57,2022-02-1311:27:55,2,table_d
101914,21,57823,2021-11-26 17:39:52,2022-03-0612:22:14,2022-02-1311:27:43,2,table_d
78410,21,43879,2021-11-29 18:31:20,2022-03-0812:15:53,2022-02-1311:27:53,2,table_d
101350,21,57420,2021-11-29 20:00:38,2021-12-1011:46:27,,0,table_d
23563,21,13945,2021-12-08 12:27:40,2021-12-1015:33:31,,0,table_d
23843,21,14118,2021-12-10 16:54:23,2022-03-2211:39:44,2022-03-1420:28:29,2,table_d
69673,21,39621,2021-12-12 13:27:02,2021-12-2013:16:39,,0,table_d
39007,21,24365,2021-12-12 13:27:07,2021-12-1312:13:31,,0,table_d
386,21,184,2021-12-13 12:12:49,2021-12-1614:54:18,2021-07-0713:30:32,0,table_d
101920,21,57827,2021-12-16 14:54:27,2021-12-1717:58:14,,0,table_d
39005,21,24363,2021-12-17 16:18:32,2021-12-2013:16:46,,0,table_d
39006,21,24364,2021-12-17 16:18:38,2021-12-1811:51:17,,0,table_d
100139,21,56579,2021-12-21 10:47:32,2022-04-1520:30:50,2022-03-1420:28:27,2,table_d
15623,21,9081,2022-03-19 15:42:02,2022-06-0713:45:46,2022-05-1119:19:57,1,table_d
67233,21,38055,2022-03-19 15:42:12,2022-06-1311:02:23,2022-05-1119:20:03,1,table_d
25723,21,15387,2022-03-24 15:48:36,2022-04-0311:40:12,,0,table_d
25724,21,15388,2022-03-24 15:48:41,2022-05-2608:51:47,2022-05-1119:20:01,1,table_d
100134,21,56578,2022-04-03 12:05:56,2022-06-1817:18:30,2022-05-3110:42:29,2,table_d
100135,21,56579,2022-04-17 21:04:14,2022-06-1817:17:37,2022-05-1708:41:13,1,table_d
78409,21,43878,2022-04-19 13:34:23,2022-06-1817:18:09,2022-05-1708:41:16,1,table_d
39004,21,24362,2022-04-19 17:12:15,2022-04-2319:50:50,,0,table_d
78407,21,43876,2022-05-10 21:05:17,2022-06-1817:17:58,2022-06-0613:42:29,1,table_d
85386,21,47918,2022-05-16 20:12:06,2022-06-1817:17:28,,0,table_d
66872,22,37795,2020-01-14 13:32:38,2020-08-2612:22:31,,0,table_d
93441,22,52459,2020-09-08 17:40:27,2020-10-1418:30:36,,0,table_d
93439,22,52457,2020-09-08 17:40:41,2020-10-1418:30:24,,0,table_d
39008,22,24366,2020-09-08 17:40:46,2020-09-0919:04:21,,0,table_d
247,22,86,2020-09-09 19:30:17,2020-10-0810:45:01,,0,table_d
53090,22,30631,2020-09-09 19:30:23,2020-10-0810:45:32,,0,table_d
53089,22,30630,2020-09-09 19:30:26,2020-10-0810:45:15,,0,table_d
97389,22,54732,2020-09-12 20:41:07,2020-10-1417:36:29,,0,table_d
97390,22,54733,2020-09-12 20:41:10,2020-10-1417:36:22,,0,table_d
94002,22,52744,2020-09-14 19:52:34,2020-11-1321:07:10,2020-10-1418:33:38,1,table_d
95602,22,53649,2020-09-30 20:13:36,2020-11-0311:14:48,,0,table_d
98606,22,55501,2020-10-22 11:46:28,2020-11-2213:45:25,,0,table_d
98609,22,55504,2020-10-22 11:46:38,2020-11-2213:45:37,2021-06-1912:42:10,0,table_d
98607,22,55502,2020-10-22 11:46:43,2020-11-2213:45:16,,0,table_d
94005,22,52747,2020-10-22 20:15:38,2020-11-2213:47:06,,0,table_d
94004,22,52746,2020-10-22 20:15:42,2020-11-2213:46:00,,0,table_d
94006,22,52748,2020-10-22 20:15:47,2020-11-2213:47:04,,0,table_d
4989,22,2735,2020-11-03 16:25:41,2020-11-2816:37:23,,0,table_d
3264,22,1943,2020-11-03 16:25:47,2020-12-0711:50:04,,0,table_d
3265,22,1944,2020-11-03 16:25:52,2020-12-0711:49:50,,0,table_d
667,22,391,2020-11-03 16:25:55,2020-12-0815:46:47,,0,table_d
16433,22,9608,2020-11-06 21:28:30,2020-12-0713:47:18,2022-10-0419:35:16,0,table_d
25512,22,15251,2020-11-10 16:20:56,2020-11-3011:28:15,2021-06-2309:40:51,0,table_d
22921,22,13607,2020-11-10 16:21:15,2020-12-0713:47:09,,0,table_d
94007,22,52748,2020-11-22 13:47:17,2020-12-1217:08:10,,0,table_d
94008,22,52747,2020-11-22 13:47:19,2020-12-1217:07:59,,0,table_d
81560,22,45444,2020-11-30 12:03:47,2021-03-0817:59:59,2020-12-3014:55:20,1,table_d
4990,22,2736,2020-12-20 21:02:33,2021-01-2112:42:14,,0,table_d
581,22,322,2020-12-20 21:02:51,2021-01-2112:41:22,,0,table_d
580,22,321,2020-12-20 21:02:55,2020-12-2021:43:58,,0,table_d
13174,22,7497,2020-12-20 21:02:59,2021-01-2112:41:55,,0,table_d
14033,22,8025,2020-12-20 21:03:06,2021-01-1711:55:45,2021-12-1814:16:08,0,table_d
93443,22,52459,2020-12-20 21:03:09,2020-12-2021:03:34,,0,table_d
93442,22,52460,2020-12-20 21:03:17,2021-01-2112:41:11,,0,table_d
27011,22,16397,2021-01-23 19:49:54,2021-03-0817:59:10,,0,table_d
27012,22,16398,2021-01-23 19:50:07,2021-03-0817:59:48,,0,table_d
25018,22,14904,2021-01-23 19:50:16,2021-03-0817:59:39,,0,table_d
81561,22,45445,2021-03-17 15:54:11,2021-04-1913:47:06,,0,table_d
81562,22,45446,2021-03-17 15:54:16,2021-04-1913:47:01,,0,table_d
151,22,36,2021-04-07 15:49:50,2021-06-0208:46:10,2021-05-0813:21:51,1,table_d
57166,22,32140,2021-05-26 09:53:47,2021-06-0211:45:19,,0,table_d
76747,24,43136,2020-08-27 20:38:35,2020-10-1213:48:37,2020-09-2611:30:39,1,table_d
73293,24,41808,2020-08-29 17:16:03,2020-11-2719:02:09,2020-10-2622:22:56,2,table_d
75509,24,42603,2020-08-29 17:16:15,2020-10-1213:48:09,2020-09-2821:01:18,1,table_d
72118,24,41280,2020-08-29 17:16:21,2020-10-1213:48:26,2020-09-2611:30:44,1,table_d
